tweet_id	begin	end	type	extraction
1255068260283887616	28	41	SITUACION_LABORAL	#trabajadores
1276178107448336384	244	254	PROFESION	empresario
1276178107448336384	116	124	PROFESION	taxistas
1276178107448336384	4	12	PROFESION	taxistas
1276178107448336384	59	69	PROFESION	sanitarios
1242748543892414465	18	25	PROFESION	médicos
1259829327463624704	118	152	PROFESION	responsable de gestión de personas
1264929429312110592	54	60	SITUACION_LABORAL	alumno
1253825013544820737	187	199	SITUACION_LABORAL	trabajadores
1253825013544820737	1	11	PROFESION	Sanitarios
1256376782619578369	120	128	SITUACION_LABORAL	jubilada
1273877426444087296	123	131	SITUACION_LABORAL	#emérito
1251967327039639552	14	24	PROFESION	economista
1264962899614797827	218	223	PROFESION	polis
1272123591577001984	107	113	PROFESION	médico
1259057263685308416	15	23	PROFESION	fundador
1259057263685308416	221	230	SITUACION_LABORAL	autónomos
1259057263685308416	196	208	SITUACION_LABORAL	trabajadores
1252511985675141121	69	81	SITUACION_LABORAL	trabajadores
1292515182778953736	32	40	PROFESION	cantante
1251093909620568065	18	26	PROFESION	director
1256944962744262657	91	100	SITUACION_LABORAL	desempleo
1256944962744262657	171	176	SITUACION_LABORAL	ertes
1261367173135638530	15	38	PROFESION	ministro de @sanidadgob
1261367173135638530	93	101	PROFESION	director
1246759619873198080	19	35	PROFESION	policía nacional
1246759619873198080	232	247	PROFESION	PoliciaNacional
1246759619873198080	266	274	PROFESION	@policia
1252840375682625536	61	73	PROFESION	corresponsal
1252701086785384449	153	170	PROFESION	Policía Municipal
1252701086785384449	95	102	PROFESION	alcalde
1252701086785384449	207	214	PROFESION	alcalde
1277805016649261057	106	116	PROFESION	limpiadora
1277805016649261057	162	185	PROFESION	directivos del hospital
1286278973861900291	89	99	PROFESION	sanitarios
1269234304078557184	94	118	PROFESION	profesionales sanitarios
1284448756344279043	13	22	PROFESION	directora
1243228292913774593	34	55	PROFESION	agentes de la policía
1243228292913774593	58	71	PROFESION	guardia civil
1267482783246626818	81	88	SITUACION_LABORAL	parados
1291253502958809088	190	197	PROFESION	Policia
1291253502958809088	23	47	PROFESION	Subdelegado del Gobierno
1248379267534057474	87	100	SITUACION_LABORAL	#trabajadores
1259409544515588096	243	253	PROFESION	presidente
1268302417965182976	36	47	PROFESION	influencers
1245658098972250112	109	121	SITUACION_LABORAL	trabajadores
1245658098972250112	205	212	SITUACION_LABORAL	obreros
1270347454630805505	88	102	PROFESION	investigadores
1251221180922703873	87	99	SITUACION_LABORAL	trabajadores
1264252367186296843	123	144	PROFESION	miembros del Gobierno
1275057327071207424	106	109	PROFESION	Rey
1275416251238690816	30	42	SITUACION_LABORAL	trabajadores
1263751614504075266	17	25	PROFESION	director
1267505340528103426	42	50	PROFESION	cronista
1252346105385254913	3	7	PROFESION	cura
1262673074555666432	224	234	PROFESION	Presidente
1254710359140765696	12	39	PROFESION	Fisioterapeuta en Geriatría
1254710359140765696	188	206	PROFESION	personal sanitario
1282837316558618629	17	26	PROFESION	canciller
1256550593885241345	35	44	PROFESION	reportero
1270793931207454720	55	63	ACTIVIDAD	nazareno
1270447011935006721	58	69	PROFESION	astronautas
1274978290571362309	144	164	ACTIVIDAD	personas voluntarias
1256715970825129985	74	97	PROFESION	ingenieros informáticos
1256715970825129985	263	274	PROFESION	futbolistas
1262644610737807361	33	43	PROFESION	científico
1268664546014769155	70	80	PROFESION	arquitecta
1252739998018867204	53	63	SITUACION_LABORAL	compañeros
1289276940700901376	174	181	PROFESION	agentes
1289276940700901376	60	70	PROFESION	g. civiles
1281011951645188100	0	14	PROFESION	Investigadores
1250342235771506689	163	176	PROFESION	guardia civil
1264814544280596482	21	31	PROFESION	socorrista
1242407274771030016	60	70	PROFESION	Presidente
1271174416043593730	215	225	SITUACION_LABORAL	despedidos
1256675660392738825	26	34	PROFESION	concejal
1263953184747327490	3	16	PROFESION	Guardia Civil
1282265998356340737	47	53	PROFESION	médico
1265294111688601601	15	42	PROFESION	coronel de la guardia civil
1265294111688601601	29	42	PROFESION	guardia civil
1242866240189804545	88	95	PROFESION	maderos
1243468916216733698	222	234	PROFESION	Epidemiólogo
1293443907414568960	80	92	SITUACION_LABORAL	trabajadores
1266446911139123211	81	91	PROFESION	sanitarios
1276061196505014272	92	101	PROFESION	tatuadora
1244593123591966720	125	137	SITUACION_LABORAL	trabajadores
1258829870278365184	10	18	PROFESION	diputada
1258829870278365184	59	80	PROFESION	conseller de Hacienda
1271844053714419713	122	130	PROFESION	portavoz
1261561658771726337	32	45	PROFESION	Policía Local
1279363170419773447	3	12	PROFESION	consejera
1255898312550625283	158	170	SITUACION_LABORAL	Dependientes
1256515529923350528	66	76	PROFESION	paparazzis
1284831230517809153	58	66	PROFESION	@policia
1284831230517809153	69	82	PROFESION	@guardiacivil
1258500551412797441	16	26	PROFESION	sanitarios
1249298197253623810	191	213	PROFESION	portavoza del gobierno
1288421265099890688	229	241	PROFESION	rastreadores
1251263606299209728	228	246	PROFESION	Educadores físicos
1249644589100736512	39	67	PROFESION	operario de Protección Civil
1249644589100736512	0	13	PROFESION	@guardiacivil
1266791464945803269	103	115	SITUACION_LABORAL	trabajadores
1285150514586542080	153	177	PROFESION	economistas conductuales
1285150514586542080	123	150	PROFESION	neurocientíficos cognitivos
1269638558945546240	35	54	PROFESION	Secretario de Salud
1269638558945546240	177	183	PROFESION	médico
1247095856052015107	23	44	PROFESION	responsables técnicos
1247095856052015107	47	57	PROFESION	sanitarios
1256483023152992256	47	49	PROFESION	GC
1256483023152992256	158	166	PROFESION	diputado
1274856956868669442	3	26	PROFESION	presidente del gobierno
1284788435941720064	141	148	PROFESION	médicos
1262346111844564992	177	186	PROFESION	políticos
1247472500612698112	17	20	PROFESION	Pte
1288743711262810112	52	61	PROFESION	diputados
1288743711262810112	118	127	PROFESION	diputados
1275419269912653825	174	194	PROFESION	guardia de seguridad
1275419269912653825	216	238	PROFESION	excomisario de policía
1280240694263758849	30	37	PROFESION	Alcalde
1263797188800495617	81	91	PROFESION	#fotografo
1279384133995827200	3	11	PROFESION	diputada
1287147347651309568	204	217	PROFESION	Guardia Civil
1262274011842699264	34	38	PROFESION	chef
1262274011842699264	54	73	PROFESION	ministro de Consumo
1258685796997042181	41	66	PROFESION	consellera de @gvasanitat
1254806015117275137	3	23	PROFESION	consejera de Sanidad
1254806015117275137	146	156	PROFESION	sanitarios
1287356166541053953	249	256	PROFESION	@mossos
1287356166541053953	186	201	PROFESION	guarda de metro
1247068443184181255	3	14	PROFESION	jefa médica
1256008203290259457	92	120	PROFESION	catedrático de epidemiología
1256008203290259457	134	164	PROFESION	miembro del comité de expertos
1265159524572434437	238	251	PROFESION	@guardiacivil
1256940680599011329	18	26	PROFESION	ministra
1255879484097597440	85	91	PROFESION	médico
1276855332984090626	149	160	ACTIVIDAD	voluntarios
1245818917852938240	236	246	SITUACION_LABORAL	Compañeros
1245818917852938240	216	226	PROFESION	Sanitarios
1280915284707151874	40	63	PROFESION	científica de aerosoles
1259808033133207553	197	209	FIGURATIVA	monologuista
1259808033133207553	183	195	FIGURATIVA	instagrammer
1262663159028072448	16	21	PROFESION	profe
1256107512883040258	51	66	PROFESION	apoyo enfermero
1276094155803037696	43	51	PROFESION	taxistas
1254422864767463429	121	131	PROFESION	sanitarios
1292729100453511173	15	32	PROFESION	médico de familia
1292729100453511173	123	132	PROFESION	políticos
1249281991008108544	37	47	PROFESION	inversores
1253272254856802305	71	80	PROFESION	enfermero
1243442537769119744	3	13	PROFESION	deportista
1243442537769119744	245	252	PROFESION	actores
1243442537769119744	138	149	PROFESION	deportistas
1249267390975639552	110	134	PROFESION	Consejera Medio Ambiente
1285690282982465537	108	118	PROFESION	empresario
1261351264526274560	215	233	PROFESION	persona de ciencia
1269597648891371520	176	202	PROFESION	dirigentes de la Comunidad
1249466787713945606	105	115	PROFESION	presidente
1286346170118410240	79	90	PROFESION	conductores
1253561765901844480	21	34	PROFESION	guardia civil
1256169217960955904	219	229	PROFESION	sanitarios
1269759514850537472	145	163	PROFESION	personal sanitario
1274899231107616768	31	43	PROFESION	epidemiólogo
1250921594412838913	210	220	PROFESION	comandante
1256153652907122689	137	144	PROFESION	médicos
1256153652907122689	19	32	PROFESION	medico de UCI
1252741192577581056	0	12	PROFESION	Repartidores
1257062139400990726	29	39	PROFESION	sanitarios
1279429038487076866	168	173	PROFESION	narco
1268084768442388481	39	53	PROFESION	Vicepresidente
1292175788444450816	3	11	PROFESION	cantante
1291065307130408963	90	99	PROFESION	consejero
1267964192721719297	45	55	PROFESION	presidente
1267964192721719297	98	107	PROFESION	ministr@s
1263903549374836736	62	70	PROFESION	taxistas
1243434677727367168	4	18	PROFESION	transportistas
1247086377512194050	38	44	PROFESION	médico
1261952509129756672	67	74	PROFESION	médicos
1242604595463032832	31	38	PROFESION	alcalde
1242604595463032832	142	164	PROFESION	autoridades sanitarias
1242604595463032832	194	203	SITUACION_LABORAL	empleados
1250622427500929026	23	41	PROFESION	médico de cabecera
1287495899954978818	111	118	PROFESION	policía
1261032698606477312	110	131	SITUACION_LABORAL	compañeros de trabajo
1261032698606477312	5	11	PROFESION	médico
1247461230475968512	78	89	PROFESION	conductores
1247461230475968512	158	169	PROFESION	conductores
1270806995763855360	126	133	PROFESION	policía
1269539792599093249	37	60	PROFESION	personal de residencias
1281351660770598912	74	76	PROFESION	DJ
1250401408794406914	41	53	SITUACION_LABORAL	trabajadores
1250401408794406914	164	179	PROFESION	director social
1264142318128582657	21	29	PROFESION	@policia
1256715123944820739	132	139	PROFESION	alcalde
1267745476121702401	121	123	PROFESION	Dr
1267745476121702401	109	111	PROFESION	Dr
1268177594861715457	93	114	PROFESION	trabayadores públicos
1265323508709634048	21	28	PROFESION	Policía
1265323508709634048	31	44	PROFESION	Guardia Civil
1264190988014288896	159	169	PROFESION	sanitarios
1293614697321771008	178	186	PROFESION	ministro
1252169870386573314	27	38	PROFESION	ex ministro
1257958898365009920	24	33	PROFESION	neurólogo
1269530335408201728	9	19	PROFESION	sanitarios
1243173275921981440	161	169	PROFESION	diputado
1269680376370380801	158	177	PROFESION	personal de sanidad
1265743912066564097	30	41	ACTIVIDAD	terroristas
1257072256511025152	34	45	SITUACION_LABORAL	teletrabajo
1259494966063136771	98	106	PROFESION	Cardenal
1251440325610156034	17	27	PROFESION	economista
1251440325610156034	30	38	PROFESION	escritor
1249656344484904965	20	54	PROFESION	técnicos del ministerio de Sanidad
1292118091858681857	15	23	PROFESION	cantante
1246167388825026560	4	25	PROFESION	trabajadores de Metro
1246167388825026560	89	96	SITUACION_LABORAL	de baja
1291970254160240640	128	138	PROFESION	presidente
1267345621549268992	43	51	PROFESION	ministra
1257201616790446083	3	12	ACTIVIDAD	activista
1287292426403618819	74	94	PROFESION	personal de la salud
1286298805202190336	31	43	PROFESION	rastreadores
1247877989095723014	27	36	PROFESION	diputados
1247877989095723014	217	226	PROFESION	diputados
1251093964016496641	176	183	PROFESION	agentes
1272851542366978051	164	174	SITUACION_LABORAL	compañeros
1272851542366978051	45	52	PROFESION	médicos
1283347822159560706	128	152	PROFESION	trabajadores/as manuales
1246425782290993152	26	33	PROFESION	MILITAR
1250768666196672513	3	13	PROFESION	ingenieros
1243895728226938892	116	128	SITUACION_LABORAL	trabajadores
1243895728226938892	81	85	SITUACION_LABORAL	ERTE
1252835132983005189	12	22	ACTIVIDAD	 twitter@s
1288402717346603009	2	18	PROFESION	Policía Nacional
1288402717346603009	21	34	PROFESION	Guardia Civil
1255137784668381186	168	178	PROFESION	sanitarios
1275094978667085824	96	105	PROFESION	jugadores
1245695537547886594	3	16	PROFESION	Guardia Civil
1245695537547886594	43	53	SITUACION_LABORAL	compañeros
1256218790532186113	56	62	PROFESION	mossos
1246395424220549120	26	31	FIGURATIVA	reina
1255118649804939269	85	93	PROFESION	ministro
1248940218226487297	169	177	PROFESION	Policías
1248940218226487297	70	76	PROFESION	Jueces
1270729878393012225	155	164	PROFESION	ENFERMERA
1270729878393012225	2	8	PROFESION	doctor
1270729878393012225	62	68	PROFESION	doctor
1270729878393012225	125	134	PROFESION	enfermera
1252234961156882433	187	197	PROFESION	Presidente
1243307938661400576	11	24	PROFESION	ama de llaves
1289843096394571776	0	11	PROFESION	Infovlogger
1279511486549942272	231	238	PROFESION	médicos
1260899301078818817	195	227	PROFESION	Profesionales de la #Arqueología
1260899301078818817	14	25	PROFESION	arqueólogos
1260899301078818817	31	42	SITUACION_LABORAL	sin trabajo
1245287218752696321	38	44	PROFESION	médico
1288132712906334208	75	85	PROFESION	Presidente
1293117022503657472	10	31	PROFESION	PERSONAL DE QUIRÓFANO
1251568746503823367	55	79	PROFESION	profesionales del SERMAS
1268520995620610050	185	195	SITUACION_LABORAL	despedidos
1268520995620610050	161	166	SITUACION_LABORAL	fijos
1268520995620610050	175	184	SITUACION_LABORAL	precarios
1265000720018870274	107	123	PROFESION	coronel de la GC
1265000720018870274	121	123	PROFESION	GC
1244679094274588672	77	90	PROFESION	@GuardiaCivil
1270062784219398145	102	112	PROFESION	Magistrada
1265379809200349193	87	99	SITUACION_LABORAL	pensionistas
1273976673856348161	108	113	PROFESION	clown
1250531402539556865	97	104	PROFESION	médicos
1251801606024318977	26	36	PROFESION	presidente
1281219833120673804	118	128	PROFESION	politólogo
1245098272835940353	68	76	PROFESION	policías
1258488333006749696	145	153	PROFESION	filósofo
1258488333006749696	159	178	PROFESION	ministro de Sanidad
1258488333006749696	205	228	PROFESION	presidente del Gobierno
1251074645253488643	163	174	PROFESION	gerocultora
1251074645253488643	69	87	PROFESION	delegados de #CCOO
1268200969332051969	21	30	PROFESION	enfermera
1255878188368113666	26	41	PROFESION	delegada de UGT
1270717954267598851	169	181	SITUACION_LABORAL	desempleados
1262494913377251329	115	128	PROFESION	Guardia Civil
1272467596789592064	25	47	PROFESION	responsable de control
1251838809001594880	33	41	PROFESION	alcaldes
1253633199487496192	72	81	PROFESION	jugadores
1255839449193361413	171	181	PROFESION	presidente
1255839449193361413	119	127	PROFESION	delegada
1254319290708262918	128	133	SITUACION_LABORAL	ERTES
1278386032090714114	3	11	PROFESION	director
1265398256575471616	145	149	PROFESION	Juez
1265398256575471616	4	11	PROFESION	Coronel
1264604412313559040	223	246	PROFESION	ministro de @sanidadgob
1264604412313559040	200	217	PROFESION	ministra portavoz
1264604412313559040	3	26	PROFESION	presidente del Gobierno
1264604412313559040	101	127	PROFESION	presidentes de comunidades
1250448225389207565	16	40	PROFESION	Agentes Medioambientales
1250448225389207565	41	46	PROFESION	#AAMM
1265718100743409666	50	61	PROFESION	exministros
1263384060132495360	111	135	PROFESION	profesionales sanitarios
1268678561986236417	3	9	PROFESION	doctor
1274817748913344512	58	66	PROFESION	árbitros
1257788404244324352	138	142	SITUACION_LABORAL	ERTE
1263241333625495552	163	173	PROFESION	#reportero
1246916512298020864	127	134	PROFESION	médicos
1262625713347330051	256	280	PROFESION	Alto Representante de UE
1262625713347330051	224	253	PROFESION	Secretario General de la OTAN
1262625713347330051	151	181	PROFESION	ministro de Cultura, Educación
1268461838011895808	35	59	PROFESION	profesionales sanitarios
1268461838011895808	4	24	PROFESION	autores de este blog
1282247806925840394	18	39	ACTIVIDAD	miembros de las mesas
1249611379008471040	48	69	PROFESION	ministro del Interior
1284943021369368582	75	88	PROFESION	maestro reiki
1280031901567324161	85	90	PROFESION	Reyes
1280031901567324161	231	236	PROFESION	Reyes
1272603612552757250	165	173	PROFESION	Cardenal
1268479000797732870	176	198	PROFESION	responsables políticos
1282466842683092994	3	8	PROFESION	jueza
1260439314766483458	62	83	PROFESION	Vendedores Ambulantes
1269076129702391809	65	93	PROFESION	Director general de economía
1286439414785335299	220	231	ACTIVIDAD	filántropos
1280715585656102917	164	171	PROFESION	senador
1291836039867269120	17	32	PROFESION	director médico
1245794380549697537	143	152	PROFESION	consejero
1246385337401856000	6	32	PROFESION	profesionales de @canalsur
1254701871446528005	244	251	PROFESION	escolta
1275000691581497345	187	195	ACTIVIDAD	ideólogo
1245618185937674242	78	88	SITUACION_LABORAL	trabajador
1264621818964586496	27	53	PROFESION	Presidente de la República
1255396497643974657	3	21	PROFESION	secretario general
1255396497643974657	210	222	SITUACION_LABORAL	trabajadores
1245049036207460353	125	131	SITUACION_LABORAL	alumno
1259773719884505089	0	10	PROFESION	Dirigentes
1289567115398098944	123	133	PROFESION	limpiadora
1289567115398098944	161	179	PROFESION	Aux. De enfermería
1250463789872488450	28	49	PROFESION	portavoz del Gobierno
1252930854617309184	105	112	PROFESION	alcalde
1276846378786992133	174	185	SITUACION_LABORAL	teletrabajo
1269166214368149505	5	26	PROFESION	miembros del Gobierno
1274716451765719045	14	23	PROFESION	enfermero
1257959963298861056	72	82	PROFESION	sanitarios
1257959963298861056	160	173	SITUACION_LABORAL	profesionales
1249987204132331520	114	130	PROFESION	delantero centro
1261114780804354048	178	188	PROFESION	sanitarios
1268257990618030082	112	124	PROFESION	trabajadoras
1251136426961301504	24	29	PROFESION	actor
1274957392103571456	57	69	SITUACION_LABORAL	trabajadores
1250393594046885888	122	131	ACTIVIDAD	jugadores
1246149357360963584	146	155	SITUACION_LABORAL	autónomos
1252950757034385408	45	55	PROFESION	presidente
1249863551600267264	15	21	PROFESION	médico
1278290410843115521	164	172	PROFESION	director
1293265630674718726	12	20	PROFESION	fundador
1260723028499009539	34	47	PROFESION	Guardia Civil
1288101353089359873	212	217	PROFESION	curas
1288101353089359873	186	196	PROFESION	sanitarios
1288101353089359873	222	234	PROFESION	rastreadores
1291390764912717825	4	9	PROFESION	curas
1291390764912717825	98	110	PROFESION	rastreadores
1291390764912717825	30	41	ACTIVIDAD	voluntarios
1291390764912717825	121	132	ACTIVIDAD	voluntarios
1276093031154962433	3	11	PROFESION	diputado
1247435633544626176	29	48	PROFESION	expertos económicos
1281963882299494400	251	254	PROFESION	Rey
1281963882299494400	148	155	PROFESION	monarca
1286586478882168833	268	278	PROFESION	Presidente
1292124797191823365	79	92	PROFESION	tripulaciones
1273525638293577729	90	127	PROFESION	Magistrado de la Audiencia Provincial
1260677305942319114	59	65	PROFESION	riders
1265596889103306753	124	135	SITUACION_LABORAL	rey emérito
1265014707158757376	37	44	SITUACION_LABORAL	parados
1269165635440971776	51	61	PROFESION	economista
1252223741343543296	3	6	PROFESION	Dr.
1286702661820198914	205	215	PROFESION	rastreador
1273377646295101441	89	96	PROFESION	médicos
1249641753193447425	121	130	PROFESION	políticos
1288564474555899907	97	106	SITUACION_LABORAL	jubilados
1288564474555899907	74	84	PROFESION	sanitarios
1251576152335855621	104	111	PROFESION	Policia
1251576152335855621	130	141	PROFESION	Barrenderos
1251576152335855621	142	151	PROFESION	Seguridad
1275360056930951168	23	39	PROFESION	líderes sociales
1271726133290156032	132	140	PROFESION	ministro
1263548815556182021	98	109	FIGURATIVA	doctorcillo
1249695662251409410	114	122	PROFESION	diputado
1266820474337734660	67	77	PROFESION	presidenta
1266820474337734660	105	115	PROFESION	presidente
1282301178869616640	134	141	PROFESION	mineros
1262010949503979522	31	47	PROFESION	primera ministra
1262010949503979522	0	10	PROFESION	Sanitarios
1255922362274504704	166	172	PROFESION	médico
1255922362274504704	216	218	PROFESION	Dr
1255922362274504704	185	198	PROFESION	neurocirujano
1262327312529395713	3	10	PROFESION	forense
1262327312529395713	16	20	PROFESION	juez
1252905056455753729	99	104	PROFESION	putas
1252606211431809025	164	171	PROFESION	alcalde
1251815497487843329	52	60	PROFESION	Ministro
1251815497487843329	27	37	PROFESION	científico
1251815497487843329	4	11	PROFESION	PAYASOS
1254341873944211456	67	80	SITUACION_LABORAL	profesionales
1272112074815127557	271	279	PROFESION	director
1264874329361301505	85	98	PROFESION	historiadores
1247121835793297409	19	49	PROFESION	Jefe Operativo de la Comisaría
1247121835793297409	165	179	PROFESION	Inspector Jefe
1247121835793297409	94	102	PROFESION	@policia
1247121835793297409	207	215	PROFESION	policías
1247121835793297409	4	13	PROFESION	Comisario
1247121835793297409	150	159	PROFESION	Comisario
1249034602427146240	189	201	SITUACION_LABORAL	trabajadoras
1249034602427146240	204	216	SITUACION_LABORAL	trabajadores
1249604918270361600	192	200	PROFESION	portavoz
1250012660030210051	200	209	PROFESION	militares
1265180492145537024	45	49	PROFESION	juez
1265180492145537024	202	222	PROFESION	tenderos del mercado
1281844078435500033	93	96	PROFESION	Rey
1272494658346717184	0	11	PROFESION	Ex director
1272494658346717184	169	183	SITUACION_LABORAL	ex-asalariados
1273385238450728960	34	44	PROFESION	sanitarios
1260858927622782976	135	161	PROFESION	presidente de la Comunidad
1263154571859419139	60	68	PROFESION	cirujana
1264487134892883970	106	110	SITUACION_LABORAL	ERTE
1274678939194142722	19	45	PROFESION	responsable de una empresa
1251649461677363207	184	222	PROFESION	Equipo de #RehabilitaciónyFisioterapia
1255811141604868097	32	50	PROFESION	personal sanitario
1255811141604868097	59	85	PROFESION	conductores de ambulancias
1258492913794850823	53	58	PROFESION	autor
1255209015656808453	165	171	PROFESION	médico
1251254299029618690	67	75	PROFESION	político
1253628535366877184	89	103	SITUACION_LABORAL	#profesionales
1290029835331334144	238	244	PROFESION	asesor
1290029835331334144	38	47	PROFESION	diputados
1270101995697967104	38	48	PROFESION	periodista
1263737325739261954	155	164	SITUACION_LABORAL	empleados
1254852827559555072	27	35	ACTIVIDAD	artistas
1254852827559555072	15	24	PROFESION	políticos
1254852827559555072	0	13	ACTIVIDAD	Intelectuales
1260602308603326464	63	70	PROFESION	alcalde
1262662237577261056	185	194	PROFESION	ministros
1250189163711913985	13	23	PROFESION	sanitarios
1246356426307457024	25	31	PROFESION	gestor
1246356426307457024	167	176	SITUACION_LABORAL	empleados
1258536580303556608	3	42	PROFESION	subsecretario de Prevención y Promoción
1275717386247770112	240	251	ACTIVIDAD	voluntarios
1274362046310682624	55	66	PROFESION	presidentes
1269902766014713857	178	187	SITUACION_LABORAL	empleados
1243724684505612293	33	40	PROFESION	Policía
1260251958310580231	222	231	ACTIVIDAD	artistazo
1272131597370830849	227	236	ACTIVIDAD	jugadores
1272131597370830849	243	252	ACTIVIDAD	ayudantes
1255825776383004682	142	148	PROFESION	médico
1255825776383004682	160	169	PROFESION	enfermera
1255825776383004682	177	180	PROFESION	rey
1263928551415431173	225	237	SITUACION_LABORAL	trabajadoras
1270462460496093186	0	7	PROFESION	Modelos
1270462460496093186	41	50	ACTIVIDAD	cantantes
1263949547287580672	1	17	PROFESION	Agentes sociales
1269190792398147584	109	117	PROFESION	fundador
1254472894400417795	3	12	PROFESION	sanitario
1275372622591725569	74	83	SITUACION_LABORAL	empleados
1257452306095898624	0	10	PROFESION	Periodista
1257452306095898624	32	40	PROFESION	ministro
1257452306095898624	106	114	PROFESION	ministro
